sample,oldName,ID,region,bank,site,date,species,latDD,longDD,depthFt,depthM,depthZone
SGM097,SGM104,SGM097,NWGOM,WFGB,WBMeso1,7/13/18,S. intersepta,27.8751,-93.82035,147,44.8,Mesophotic
SGM098,SGM106,SGM098,NWGOM,WFGB,WBMeso1,7/13/18,S. intersepta,27.8751,-93.82035,149,45.4,Mesophotic
SGM099,SGM107,SGM099,NWGOM,WFGB,WBMeso1,7/13/18,S. intersepta,27.8751,-93.82035,149,45.4,Mesophotic
SGM100,SGM108,SGM100,NWGOM,WFGB,WBMeso1,7/13/18,S. intersepta,27.8751,-93.82035,147,44.8,Mesophotic
SGM101,SGM109,SGM101,NWGOM,WFGB,WBMeso1,7/13/18,S. intersepta,27.8751,-93.82035,149,45.4,Mesophotic
SGM102,SGM110,SGM102,NWGOM,WFGB,WBMeso1,7/13/18,S. intersepta,27.8751,-93.82035,146,44.5,Mesophotic
SGM103,SGM114,SGM103,NWGOM,EFGB,EBMeso1,7/31/21,S. intersepta,27.91102,-93.59668,152,46.3,Mesophotic
SGM104,SGM115,SGM104,NWGOM,EFGB,EBMeso1,7/31/21,S. intersepta,27.91102,-93.59668,152,46.3,Mesophotic
SGM105,SGM116,SGM105,NWGOM,EFGB,EBShal1,7/31/21,S. intersepta,27.9114,-93.59821,71,21.6,Shallow
SGM106,SGM118,SGM106,NWGOM,EFGB,EBShal1,7/31/21,S. intersepta,27.9114,-93.59821,72,21.9,Shallow
SGM107,SGM119,SGM107,NWGOM,EFGB,EBShal1,7/31/21,S. intersepta,27.9114,-93.59821,66,20.1,Shallow
SGM108,SGM121,SGM108,NWGOM,EFGB,EBShal1,7/31/21,S. intersepta,27.9114,-93.59821,66,20.1,Shallow
SGM109,SGM122,SGM109,NWGOM,EFGB,EBShal1,7/31/21,S. intersepta,27.9114,-93.59821,64,19.5,Shallow
SGM110,SGM124,SGM110,NWGOM,EFGB,EBMeso1,7/31/21,S. intersepta,27.91102,-93.59668,156,47.5,Mesophotic
